cycle,component,module,file_label,rule_id,rule,disposition,decided_by,data_url
2015-2016,Questionnaire,ECQ_I,Early Childhood,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/ECQ_I.xpt
2015-2016,Questionnaire,FSQ_I,Food Security,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/FSQ_I.xpt
2015-2016,Questionnaire,HIQ_I,Health Insurance,KEEP,whitelist: health_insurance,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/HIQ_I.xpt
2015-2016,Questionnaire,HEQ_I,Hepatitis,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/HEQ_I.xpt
2015-2016,Questionnaire,HUQ_I,Hospital Utilization & Access to Care,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/HUQ_I.xpt
2015-2016,Questionnaire,HOQ_I,Housing Characteristics,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/HOQ_I.xpt
2015-2016,Questionnaire,IMQ_I,Immunization,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/IMQ_I.xpt
2015-2016,Questionnaire,INQ_I,Income,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/INQ_I.xpt
2015-2016,Questionnaire,KIQ_U_I,Kidney Conditions - Urology,KEEP,whitelist: kidney_quex,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/KIQ_U_I.xpt
2015-2016,Questionnaire,MCQ_I,Medical Conditions,KEEP,whitelist: medical_conditions,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/MCQ_I.xpt
2015-2016,Questionnaire,DPQ_I,Mental Health - Depression Screener,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/DPQ_I.xpt
2015-2016,Questionnaire,OCQ_I,Occupation,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/OCQ_I.xpt
2015-2016,Questionnaire,OHQ_I,Oral Health,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/OHQ_I.xpt
2015-2016,Questionnaire,PUQMEC_I,Pesticide Use,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PUQMEC_I.xpt
2015-2016,Questionnaire,PAQ_I,Physical Activity,KEEP,whitelist: physical_activity,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAQ_I.xpt
2015-2016,Questionnaire,PFQ_I,Physical Functioning,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PFQ_I.xpt
2015-2016,Questionnaire,RXQ_RX_I,Prescription Medications,KEEP,whitelist: prescription_meds,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/RXQ_RX_I.xpt
2015-2016,Questionnaire,RXQ_DRUG,Prescription Medications - Drug Information,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1988/DataFiles/RXQ_DRUG.xpt
2015-2016,Questionnaire,RXQASA_I,Preventive Aspirin Use,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/RXQASA_I.xpt
2015-2016,Questionnaire,RHQ_I,Reproductive Health,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/RHQ_I.xpt
2015-2016,Questionnaire,SXQ_I,Sexual Behavior,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/SXQ_I.xpt
2015-2016,Questionnaire,SLQ_I,Sleep Disorders,KEEP,whitelist: sleep,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/SLQ_I.xpt
2015-2016,Questionnaire,SMQ_I,Smoking - Cigarette Use,KEEP,whitelist: smoking,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/SMQ_I.xpt
2015-2016,Questionnaire,SMQFAM_I,Smoking - Household Smokers,R5,"OFF-DAG (considered): household smokers — secondhand exposure, not the participant's own smoking",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/SMQFAM_I.xpt
2015-2016,Questionnaire,SMQRTU_I,Smoking - Recent Tobacco Use,R5,"OFF-DAG (considered): recent tobacco use (5-day recall) — supplements SMQ, not a substitute",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/SMQRTU_I.xpt
2015-2016,Questionnaire,SMQSHS_I,Smoking - Secondhand Smoke Exposure,R5,OFF-DAG (considered): secondhand smoke exposure,drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/SMQSHS_I.xpt
2015-2016,Questionnaire,VTQ_I,Volatile Toxicant,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/VTQ_I.xpt
2015-2016,Questionnaire,WHQ_I,Weight History,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/WHQ_I.xpt
2015-2016,Questionnaire,WHQMEC_I,Weight History - Youth,R2,POPULATION: youth/children only,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/WHQMEC_I.xpt
2015-2016,LimitedAccess,,Alcohol Use - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Chlamydia - Urine - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Chlamydia Pgp3 (plasmid gene product 3) ELISA (enzyme linked immunosorbent assay) and multiplex bead array (MBA) results - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Drug Use - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Food Security - Pregnant Women,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,"Geocoded Data, NHANES 1999-2016, Census 2000",R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,"Geocoded Data, NHANES 1999-2018, Census 2010",R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,"Geocoded Data, NHANES 1999-March 2020, Census 2020",R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Hepatitis C: Confirmed Antibody (INNO-LIA) - 2015,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Hepatitis C: Confirmed Antibody (INNO-LIA) - 2016,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Herpes Simplex Virus Type-1 and Type-2 - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,"Human Papillomavirus (HPV) - 6, 11, 16, 18, 31, 33, 45, 52, & 58 Antibody – Serum: M9ELISA",R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Human Papillomavirus (HPV) - Oral Rinse - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Human Papillomavirus (HPV) DNA - Penile Swabs: Roche Linear Array - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas High-Risk - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Mental Health - Depression Screener - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Reproductive Health – Women 12 Years and Older,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Sexual Behavior - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2015-2016,LimitedAccess,,Trichomonas - Urine - Youth,R0,ACCESS: RDC application required,drop,mechanical,
2017-2018,Demographics,DEMO_J,Demographic Variables and Sample Weights,KEEP,whitelist: demographics,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DEMO_J.xpt
2017-2018,Dietary,DR1IFF_J,"Dietary Interview - Individual Foods, First Day",R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DR1IFF_J.xpt
2017-2018,Dietary,DR2IFF_J,"Dietary Interview - Individual Foods, Second Day",R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DR2IFF_J.xpt
2017-2018,Dietary,DR1TOT_J,"Dietary Interview - Total Nutrient Intakes, First Day",R4,DIET-FRAME: WTDRD1 frame + mediator in DAG,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DR1TOT_J.xpt
2017-2018,Dietary,DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",R4,DIET-FRAME: WTDRD1 frame + mediator in DAG,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DR2TOT_J.xpt
2017-2018,Dietary,DRXFCD_J,Dietary Interview Technical Support File - Food Codes,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DRXFCD_J.xpt
2017-2018,Dietary,DSBI,Dietary Supplement Database - Blend Information,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSBI.xpt
2017-2018,Dietary,DSII,Dietary Supplement Database - Ingredient Information,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSII.xpt
2017-2018,Dietary,DSPI,Dietary Supplement Database - Product Information,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/DSPI.xpt
2017-2018,Dietary,DS1IDS_J,"Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day",R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DS1IDS_J.xpt
2017-2018,Dietary,DS2IDS_J,"Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day",R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DS2IDS_J.xpt
2017-2018,Dietary,DS1TOT_J,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day",R4,DIET-FRAME: WTDRD1 frame + mediator in DAG,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DS1TOT_J.xpt
2017-2018,Dietary,DS2TOT_J,"Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day",R4,DIET-FRAME: WTDRD1 frame + mediator in DAG,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DS2TOT_J.xpt
2017-2018,Dietary,DSQIDS_J,Dietary Supplement Use 30-Day - Individual Dietary Supplements,R1,UNIT: not person-level,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DSQIDS_J.xpt
2017-2018,Dietary,DSQTOT_J,Dietary Supplement Use 30-Day - Total Dietary Supplements,R4,DIET-FRAME: WTDRD1 frame + mediator in DAG,drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DSQTOT_J.xpt
2017-2018,Examination,AUX_J,Audiometry,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/AUX_J.xpt
2017-2018,Examination,AUXAR_J,Audiometry - Acoustic Reflex,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/AUXAR_J.xpt
2017-2018,Examination,AUXTYM_J,Audiometry - Tympanometry,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/AUXTYM_J.xpt
2017-2018,Examination,AUXWBR_J,Audiometry - Wideband Reflectance,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/AUXWBR_J.xpt
2017-2018,Examination,BPX_J,Blood Pressure,KEEP,whitelist: blood_pressure_exam,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BPX_J.xpt
2017-2018,Examination,BPXO_J,Blood Pressure - Oscillometric Measurements,KEEP,whitelist: blood_pressure_exam,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BPXO_J.xpt
2017-2018,Examination,BMX_J,Body Measures,KEEP,whitelist: body_measures,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.xpt
2017-2018,Examination,DXXAG_J,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXXAG_J.xpt
2017-2018,Examination,DXXFEM_J,Dual-Energy X-ray Absorptiometry - Femur,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXXFEM_J.xpt
2017-2018,Examination,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXXSPN_J.xpt
2017-2018,Examination,DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/DXX_J.xpt
2017-2018,Examination,LUX_J,Liver Ultrasound Transient Elastography,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/LUX_J.xpt
2017-2018,Examination,OHXDEN_J,Oral Health - Dentition,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/OHXDEN_J.xpt
2017-2018,Examination,OHXREF_J,Oral Health - Recommendation of Care,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/OHXREF_J.xpt
2017-2018,Laboratory,ALB_CR_J,Albumin & Creatinine - Urine,KEEP,whitelist: urine_albumin_creat,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/ALB_CR_J.xpt
2017-2018,Laboratory,SSAGP_J,Alpha-1-Acid Glycoprotein - Serum (Surplus),R3,"SURPLUS: subsample assay, no companion weight",drop,mechanical,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/SSAGP_J.xpt
2017-2018,Laboratory,UTAS_J,Arsenic - Total - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/UTAS_J.xpt
2017-2018,Laboratory,UAS_J,Arsenics - Speciated - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/UAS_J.xpt
2017-2018,Laboratory,HDL_J,Cholesterol - High - Density Lipoprotein (HDL),KEEP,whitelist: cholesterol_total_hdl,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/HDL_J.xpt
2017-2018,Laboratory,TRIGLY_J,Cholesterol - Low-Density Lipoproteins (LDL) & Triglycerides,KEEP,whitelist: cholesterol_ldl_trig,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/TRIGLY_J.xpt
2017-2018,Laboratory,TCHOL_J,Cholesterol - Total,KEEP,whitelist: cholesterol_total_hdl,keep,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/TCHOL_J.xpt
2017-2018,Laboratory,UCM_J,Chromium - Urine,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/UCM_J.xpt
2017-2018,Laboratory,CRCO_J,Chromium & Cobalt,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/CRCO_J.xpt
2017-2018,Laboratory,CBC_J,Complete Blood Count with 5-Part Differential,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/CBC_J.xpt
2017-2018,Laboratory,COT_J,Cotinine and Hydroxycotinine - Serum,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/COT_J.xpt
2017-2018,Laboratory,UCOT_J,"Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine",R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/UCOT_J.xpt
2017-2018,Laboratory,CMV_J,Cytomegalovirus IgG & IgM Antibodies - Serum,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/CMV_J.xpt
2017-2018,Laboratory,ETHOX_J,Ethylene Oxide,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/ETHOX_J.xpt
2017-2018,Laboratory,FASTQX_J,Fasting Questionnaire,R5,"OFF-DAG: no path to outcome, not a confounder",drop,judgement,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/FASTQX_J.xpt
